32.64 0.08
23.84 0.08
20.41 0.08
48.72 0.08
21.44 0.08
19.56 0.08
37.31 0.08
20.20 0.08
45.48 0.08
21.74 0.08
47.89 0.08
40.62 0.08
37.11 0.08
50.07 0.08
37.80 0.08
29.70 0.08
33.78 0.08
41.91 0.08
32.68 0.08
36.39 0.08
48.25 0.08
48.94 0.08
21.22 0.08
25.19 0.08
38.45 0.08
31.95 0.08
17.49 0.08
36.70 0.08
29.55 0.08
24.95 0.08
17.49 0.08
31.31 0.08
37.48 0.08
47.12 0.08
17.11 0.08
26.72 0.08
21.95 0.08
31.11 0.08
40.76 0.08
44.45 0.08
38.79 0.08
27.43 0.08
32.77 0.08
29.22 0.08
30.55 0.08
45.91 0.08
23.59 0.08
32.10 0.08
25.89 0.08
44.64 0.08
48.26 0.08
48.45 0.08
50.16 0.08
39.37 0.08
21.61 0.08
44.71 0.08
49.26 0.08
37.22 0.08
33.49 0.08
48.65 0.08
34.01 0.08
39.40 0.08
30.89 0.08
45.11 0.08
24.19 0.08
43.20 0.08
28.90 0.08
15.62 0.08
23.96 0.08
25.41 0.08
39.60 0.08
44.99 0.08
23.50 0.08
38.97 0.08
28.91 0.08
44.32 0.08
46.91 0.08
24.29 0.08
48.38 0.08
18.81 0.08
42.55 0.08
22.02 0.08
28.85 0.08
33.37 0.08
18.44 0.08
37.67 0.08
41.39 0.08
27.35 0.08
46.82 0.08
43.20 0.08
32.75 0.08
24.17 0.08
40.41 0.08
17.01 0.08
30.18 0.08
32.10 0.08
36.73 0.08
31.86 0.08
15.63 0.08
24.96 0.08
42.26 0.08
29.82 0.08
33.68 0.08
15.17 0.08
46.70 0.08
35.90 0.08
19.48 0.08
22.24 0.08
31.45 0.08
41.39 0.08
24.49 0.08
20.02 0.08
39.73 0.08
25.35 0.08
43.12 0.08
15.82 0.08
32.54 0.08
36.12 0.08
23.92 0.08
16.53 0.08
23.29 0.08
15.81 0.08
21.97 0.08
15.85 0.08
22.04 0.08
35.19 0.08
39.88 0.08
49.54 0.08
23.59 0.08
44.57 0.08
41.58 0.08
18.22 0.08
26.86 0.08
30.44 0.08
22.47 0.08
16.41 0.08
45.38 0.08
23.58 0.08
20.96 0.08
34.58 0.08
44.64 0.08
39.56 0.08
40.47 0.08
38.15 0.08
18.98 0.08
37.18 0.08
21.61 0.08
20.19 0.08
27.89 0.08
30.91 0.08
18.20 0.08
37.02 0.08
22.28 0.08
50.74 0.08
17.69 0.08
19.35 0.08
38.69 0.08
23.04 0.08
41.22 0.08
21.47 0.08
41.36 0.08
49.24 0.08
19.82 0.08
23.00 0.08
22.99 0.08
26.85 0.08
17.29 0.08
40.29 0.08
36.24 0.08
24.25 0.08
41.24 0.08
21.71 0.08
18.40 0.08
15.83 0.08
26.05 0.08
22.56 0.08
43.94 0.08
50.53 0.08
42.60 0.08
19.08 0.08
32.41 0.08
28.07 0.08
40.01 0.08
36.76 0.08
27.03 0.08
46.28 0.08
41.74 0.08
26.18 0.08
26.30 0.08
35.73 0.08
40.43 0.08
36.66 0.08
14.86 0.08
21.85 0.08
44.97 0.08
36.88 0.08
27.71 0.08
36.91 0.08
48.49 0.08
45.15 0.08
32.22 0.08
37.15 0.08
33.80 0.08
43.80 0.08
17.77 0.08
35.57 0.08
25.86 0.08
44.64 0.08
40.71 0.08
32.91 0.08
44.91 0.08
21.54 0.08
24.14 0.08
42.98 0.08
40.82 0.08
35.10 0.08
19.06 0.08
30.16 0.08
43.80 0.08
35.66 0.08
35.04 0.08
43.91 0.08
21.34 0.08
33.35 0.08
28.63 0.08
38.62 0.08
38.57 0.08
29.25 0.08
33.94 0.08
47.59 0.08
30.89 0.08
28.68 0.08
20.43 0.08
44.17 0.08
49.33 0.08
48.19 0.08
32.95 0.08
37.08 0.08
34.24 0.08
18.09 0.08
46.72 0.08
19.98 0.08
29.03 0.08
28.34 0.08
28.85 0.08
35.91 0.08
48.34 0.08
28.94 0.08
37.61 0.08
17.83 0.08
43.55 0.08
46.93 0.08
24.15 0.08
36.71 0.08
48.10 0.08
37.84 0.08
43.38 0.08
43.13 0.08
41.24 0.08
34.87 0.08
44.12 0.08
28.99 0.08
39.61 0.08
35.27 0.08
45.17 0.08
39.69 0.08
21.14 0.08
27.09 0.08
20.44 0.08
22.99 0.08
15.87 0.08
30.64 0.08
15.88 0.08
45.98 0.08
36.00 0.08
14.85 0.08
39.26 0.08
19.96 0.08
20.24 0.08
44.26 0.08
16.21 0.08
31.38 0.08
40.09 0.08
45.47 0.08
33.03 0.08
47.34 0.08
47.93 0.08
30.91 0.08
